,site,product,lon,lat,event_no,index_start,index_peak,index_end,duration,date_start,date_peak,date_end,intensity_mean,intensity_max,intensity_var,intensity_cumulative,intensity_mean_relThresh,intensity_max_relThresh,intensity_var_relThresh,intensity_cumulative_relThresh,intensity_mean_abs,intensity_max_abs,intensity_var_abs,intensity_cumulative_abs,rate_onset,rate_decline
238,Port Nolloth,SACTN,16.86710358,-29.25240668,91,2907,2911,2911,5,1996-12-16,1996-12-20,1996-12-20,-2.1235,-2.8628,0.5484,-10.6175,-1.1023,-1.8419,0.549,-5.5113,10.92,10.2,0.5357,54.6,-0.3674,-1.4936
239,Port Nolloth,SACTN,16.86710358,-29.25240668,92,2964,2967,2967,4,1997-02-11,1997-02-14,1997-02-14,-2.4496,-2.9427,0.6711,-9.7983,-1.3863,-1.8855,0.6754,-5.5452,10.875,10.4,0.6602,43.5,-0.4831,-2.187
240,Port Nolloth,SACTN,16.86710358,-29.25240668,93,4751,4753,4753,3,2002-01-03,2002-01-05,2002-01-05,-1.6231,-1.7251,0.1025,-4.8692,-0.5726,-0.6726,0.1,-1.7178,11.5,11.4,0.1,34.5,-0.386,-0.6
241,Port Nolloth,SACTN,16.86710358,-29.25240668,94,4965,4967,4969,5,2002-08-05,2002-08-07,2002-08-09,-1.5781,-1.7775,0.158,-7.8906,-1.0677,-1.2677,0.1581,-5.3385,10.4,10.2,0.1581,52,-0.437,-0.4415
242,Port Nolloth,SACTN,16.86710358,-29.25240668,95,4976,4976,4980,5,2002-08-16,2002-08-16,2002-08-20,-0.9093,-1.1709,0.2419,-4.5463,-0.4058,-0.6677,0.2424,-2.0289,11.06,10.8,0.2408,55.3,-0.0982,-0.1563
243,Port Nolloth,SACTN,16.86710358,-29.25240668,96,5270,5273,5290,21,2003-06-06,2003-06-09,2003-06-26,-1.6492,-2.1154,0.4016,-34.6337,-0.9219,-1.4323,0.3958,-19.3596,10.8,10.3,0.4147,226.8,-0.1626,-0.0514
244,Port Nolloth,SACTN,16.86710358,-29.25240668,97,5320,5320,5323,4,2003-07-26,2003-07-26,2003-07-29,-1.0682,-1.4583,0.2715,-4.2729,-0.5194,-0.9,0.2662,-2.0774,10.975,10.6,0.263,43.9,0.2105,-0.1957
245,Port Nolloth,SACTN,16.86710358,-29.25240668,98,5329,5329,5331,3,2003-08-04,2003-08-04,2003-08-06,-1.2168,-1.5868,0.3245,-3.6504,-0.701,-1.0677,0.3215,-2.1031,10.7667,10.4,0.3215,32.3,-1.0953,-0.4032
246,Port Nolloth,SACTN,16.86710358,-29.25240668,99,5625,5625,5631,7,2004-05-26,2004-05-26,2004-06-01,-1.1751,-1.6263,0.3525,-8.226,-0.5343,-0.9823,0.3515,-3.7404,11.4286,11,0.345,80,0.5081,-0.1611
247,Port Nolloth,SACTN,16.86710358,-29.25240668,100,6863,6867,6867,5,2007-10-16,2007-10-20,2007-10-20,-1.2605,-1.3833,0.2244,-6.3023,-0.4042,-0.5065,0.2242,-2.0209,11.1,11,0.2236,55.5,-0.0667,0.0141
248,Port Nolloth,SACTN,16.86710358,-29.25240668,101,6902,6904,6904,3,2007-11-24,2007-11-26,2007-11-26,-1.2702,-1.2762,0.0058,-3.8107,-0.2118,-0.2274,0.0153,-0.6355,11.5,11.5,0,34.5,-0.1056,-0.4935
249,Port Nolloth,SACTN,16.86710358,-29.25240668,102,7057,7057,7059,3,2008-04-27,2008-04-27,2008-04-29,-0.8004,-0.8093,0.0088,-2.4012,-0.0984,-0.1048,0.0058,-0.2951,12,12,0,36,-0.4897,-0.1086
250,Port Nolloth,SACTN,16.86710358,-29.25240668,103,7289,7292,7293,5,2008-12-15,2008-12-18,2008-12-19,-1.731,-2.0461,0.433,-8.6551,-0.709,-1.0258,0.4326,-3.5452,11.3,11,0.4472,56.5,-0.2302,-0.658
251,Port Nolloth,SACTN,16.86710358,-29.25240668,104,7339,7341,7341,3,2009-02-03,2009-02-05,2009-02-05,-1.2404,-1.2476,0.0071,-3.7213,-0.1263,-0.1403,0.0137,-0.379,12,12,0,36,-0.1068,-0.4926
252,Port Nolloth,SACTN,16.86710358,-29.25240668,105,7999,8001,8001,3,2010-11-25,2010-11-27,2010-11-27,-1.6096,-1.7827,0.2888,-4.8288,-0.5607,-0.7435,0.2891,-1.6822,11.1667,11,0.2887,33.5,-0.3062,-0.994
253,Port Nolloth,SACTN,16.86710358,-29.25240668,106,8510,8511,8514,5,2012-04-19,2012-04-20,2012-04-23,-1.1921,-1.4086,0.2671,-5.9607,-0.481,-0.6952,0.2677,-2.4048,11.7,11.5,0.2739,58.5,-0.1477,-0.2305
254,Port Nolloth,SACTN,16.86710358,-29.25240668,107,8536,8541,8543,8,2012-05-15,2012-05-20,2012-05-22,-1.4269,-2.6691,0.8779,-11.4153,-0.7496,-2,0.8861,-5.9968,11.25,10,0.8864,90,-0.3132,-0.5067
255,Port Nolloth,SACTN,16.86710358,-29.25240668,108,8549,8559,8559,11,2012-05-28,2012-06-07,2012-06-07,-1.1647,-2.0338,0.3677,-12.8113,-0.5182,-1.3645,0.3633,-5.7,11.4091,10.5,0.3754,125.5,-0.1352,-0.5091
256,Port Nolloth,SACTN,16.86710358,-29.25240668,109,8595,8595,8599,5,2012-07-13,2012-07-13,2012-07-17,-1.4488,-1.6644,0.281,-7.2439,-0.8,-1,0.2739,-4,10.7,10.5,0.2739,53.5,-0.9906,-0.2299
257,Port Nolloth,SACTN,16.86710358,-29.25240668,110,8613,8614,8615,3,2012-07-31,2012-08-01,2012-08-02,-1.3363,-2.0024,0.5769,-4.009,-0.8075,-1.4742,0.5774,-2.4226,10.6667,10,0.5774,32,-0.6586,-0.8389
258,Port Nolloth,SACTN,16.86710358,-29.25240668,111,8652,8654,8654,3,2012-09-08,2012-09-10,2012-09-10,-1.0181,-1.022,0.004,-3.0543,-0.3919,-0.3919,0,-1.1757,11,11,0,33,-0.204,-0.9971
259,Port Nolloth,SACTN,16.86710358,-29.25240668,112,9292,9293,9294,3,2014-06-10,2014-06-11,2014-06-12,-1.3285,-1.4953,0.2796,-3.9855,-0.6333,-0.8,0.2749,-1.9,11.1667,11,0.2887,33.5,-0.4898,-0.3441
260,Saldanha Bay,SACTN,17.950626,-33.010543,1,545,548,548,4,1990-06-29,1990-07-02,1990-07-02,-1.116,-1.4762,0.2403,-4.464,-0.6169,-0.9919,0.25,-2.4676,12.375,12,0.25,49.5,-0.2044,0.4902
261,Saldanha Bay,SACTN,17.950626,-33.010543,2,554,556,558,5,1990-07-08,1990-07-10,1990-07-12,-1.4061,-2.0057,0.399,-7.0305,-0.9919,-1.5919,0.3937,-4.9595,12,11.4,0.3937,60,-0.1319,-0.6241
262,Saldanha Bay,SACTN,17.950626,-33.010543,3,651,653,653,3,1990-10-13,1990-10-15,1990-10-15,-1.0782,-1.2879,0.3266,-3.2346,-0.5697,-0.7848,0.3315,-1.7092,14.6667,14.5,0.2887,44,-0.3429,-0.9576
263,Saldanha Bay,SACTN,17.950626,-33.010543,4,677,678,683,7,1990-11-08,1990-11-09,1990-11-14,-2.5148,-3.3622,0.7414,-17.6036,-1.9772,-2.8348,0.7414,-13.8402,14.4286,13.5,0.7319,101,-1.708,-0.1878
264,Saldanha Bay,SACTN,17.950626,-33.010543,5,910,910,918,9,1991-06-29,1991-06-29,1991-07-07,-0.9672,-1.006,0.026,-8.7047,-0.4919,-0.4919,0,-4.4271,12.5,12.5,0,112.5,-0.9903,-0.0094
265,Saldanha Bay,SACTN,17.950626,-33.010543,6,948,958,958,11,1991-08-06,1991-08-16,1991-08-16,-0.7026,-1.1266,0.6247,-7.7284,-0.2166,-0.6,0.6347,-2.3823,12.8182,12.5,0.6431,141,-0.0202,0.0238
266,Saldanha Bay,SACTN,17.950626,-33.010543,7,977,979,982,6,1991-09-04,1991-09-06,1991-09-09,-1.7117,-2.2781,0.3949,-10.2699,-1.1475,-1.7045,0.4001,-6.8852,12.5833,12,0.3764,75.5,-0.4344,-0.1802
267,Saldanha Bay,SACTN,17.950626,-33.010543,8,1021,1021,1030,10,1991-10-18,1991-10-18,1991-10-27,-1.102,-2.4147,0.5065,-11.0202,-0.6068,-1.9138,0.5047,-6.0685,15,13.5,0.5774,150,-2.5425,-0.1943
268,Saldanha Bay,SACTN,17.950626,-33.010543,9,1064,1066,1066,3,1991-11-30,1991-12-02,1991-12-02,-1.1588,-1.1975,0.0387,-3.4765,-0.5565,-0.6049,0.0484,-1.6695,16.5,16.5,0,49.5,-0.0384,-1.4607
269,Saldanha Bay,SACTN,17.950626,-33.010543,10,1088,1091,1091,4,1991-12-24,1991-12-27,1991-12-27,-0.7155,-1.2513,0.4392,-2.862,-0.2513,-0.7784,0.4315,-1.0053,18,17.5,0.4082,72,-0.5261,0.018
270,Saldanha Bay,SACTN,17.950626,-33.010543,11,1360,1363,1364,5,1992-09-21,1992-09-24,1992-09-25,-1.511,-1.9936,0.3976,-7.5549,-0.954,-1.4329,0.3996,-4.7702,13.44,13,0.4159,67.2,-0.3283,-0.8302
271,Saldanha Bay,SACTN,17.950626,-33.010543,12,1380,1381,1382,3,1992-10-11,1992-10-12,1992-10-13,-1.1262,-1.3592,0.2288,-3.3787,-0.6063,-0.8396,0.2262,-1.8188,14.5333,14.3,0.2517,43.6,-0.2413,-0.4572
272,Saldanha Bay,SACTN,17.950626,-33.010543,13,1390,1390,1392,3,1992-10-21,1992-10-21,1992-10-23,-2.6797,-3.0387,0.3591,-8.039,-2.1803,-2.5373,0.3573,-6.541,13.4,13,0.4,40.2,-0.0409,-0.419
273,Saldanha Bay,SACTN,17.950626,-33.010543,14,1548,1552,1552,5,1993-03-28,1993-04-01,1993-04-01,-1.9521,-2.2395,0.1752,-9.7604,-1.294,-1.5921,0.1823,-6.4702,14.7,14.3,0.255,73.5,-0.3099,-1.2585
274,Saldanha Bay,SACTN,17.950626,-33.010543,15,1560,1568,1572,13,1993-04-09,1993-04-17,1993-04-21,-1.5307,-2.3451,0.4888,-19.8994,-0.9373,-1.7565,0.485,-12.1843,14.1385,13.2,0.435,183.8,-0.2254,-0.4267
275,Saldanha Bay,SACTN,17.950626,-33.010543,16,1777,1780,1780,4,1993-11-12,1993-11-15,1993-11-15,-1.0673,-2.597,1.2527,-4.2693,-0.5166,-2.04,1.2516,-2.0665,15.975,14.5,1.2393,63.9,-0.1947,-0.8652
276,Saldanha Bay,SACTN,17.950626,-33.010543,17,1797,1798,1803,7,1993-12-02,1993-12-03,1993-12-08,-1.4337,-2.2368,0.4406,-10.0356,-0.8658,-1.6533,0.4326,-6.0607,16.3857,15.5,0.4947,114.7,-1.2058,-0.2666
277,Saldanha Bay,SACTN,17.950626,-33.010543,18,1819,1819,1827,9,1993-12-24,1993-12-24,1994-01-01,-1.3316,-4.1759,1.1109,-11.9842,-0.8536,-3.7217,1.1224,-7.6823,17.4333,14.5,1.1522,156.9,-3.7321,-0.4446
278,Saldanha Bay,SACTN,17.950626,-33.010543,19,1836,1840,1842,7,1994-01-10,1994-01-14,1994-01-16,-1.3369,-2.8842,0.9358,-9.358,-0.7022,-2.2417,0.9243,-4.9151,17.5568,16,0.9513,122.8974,-0.5017,-0.4571
279,Saldanha Bay,SACTN,17.950626,-33.010543,20,1865,1867,1869,5,1994-02-08,1994-02-10,1994-02-12,-0.8225,-1.0815,0.342,-4.1127,-0.2165,-0.4742,0.342,-1.0823,17.66,17.4,0.3435,88.3,-0.0348,-0.2428
280,Saldanha Bay,SACTN,17.950626,-33.010543,21,1945,1945,1954,10,1994-04-29,1994-04-29,1994-05-08,-1.0447,-1.37,0.1943,-10.4466,-0.434,-0.771,0.2049,-4.3403,13.65,13.5,0.1269,136.5,-1.4545,-0.0837
281,Saldanha Bay,SACTN,17.950626,-33.010543,22,1974,1974,1979,6,1994-05-28,1994-05-28,1994-06-02,-1.3012,-2.0439,0.5675,-7.8072,-0.6516,-1.3968,0.5693,-3.9098,12.6833,12,0.5231,76.1,0.0209,-0.1972
282,Saldanha Bay,SACTN,17.950626,-33.010543,23,1985,1986,1988,4,1994-06-08,1994-06-09,1994-06-11,-0.9961,-1.3556,0.3205,-3.9845,-0.3871,-0.7452,0.3164,-1.5484,12.75,12.4,0.3,51,0.0219,-0.2991
283,Saldanha Bay,SACTN,17.950626,-33.010543,24,1997,1999,2001,5,1994-06-20,1994-06-22,1994-06-24,-1.0911,-1.1709,0.0757,-5.4553,-0.5216,-0.6,0.0813,-2.6081,12.48,12.4,0.0837,62.4,-0.0899,-0.1495
284,Saldanha Bay,SACTN,17.950626,-33.010543,25,2050,2051,2053,4,1994-08-12,1994-08-13,1994-08-15,-0.8215,-0.9606,0.1656,-3.2859,-0.3101,-0.4516,0.1724,-1.2403,12.75,12.6,0.1915,51,-0.3543,-0.2181
285,Saldanha Bay,SACTN,17.950626,-33.010543,26,2076,2076,2078,3,1994-09-07,1994-09-07,1994-09-09,-1.0128,-1.3125,0.2601,-3.0384,-0.4658,-0.7529,0.2495,-1.3974,13.3333,13,0.2887,40,-1.0344,-0.2661
286,Saldanha Bay,SACTN,17.950626,-33.010543,27,2085,2087,2087,3,1994-09-16,1994-09-18,1994-09-18,-1.4263,-2.7353,1.14,-4.279,-0.8714,-2.181,1.1405,-2.6143,13.2667,12,1.1015,39.8,-0.7223,-0.4568
287,Saldanha Bay,SACTN,17.950626,-33.010543,28,2097,2099,2099,3,1994-09-28,1994-09-30,1994-09-30,-0.9046,-1.2065,0.2742,-2.7137,-0.3307,-0.6343,0.2757,-0.9922,14.2667,14,0.2517,42.8,-0.1951,-0.6647
288,Saldanha Bay,SACTN,17.950626,-33.010543,29,2141,2141,2145,5,1994-11-11,1994-11-11,1994-11-15,-1.5029,-2.245,0.4685,-7.5143,-0.9555,-1.711,0.4775,-4.7775,15.52,14.7,0.5263,77.6,-0.3419,-0.3846
289,Saldanha Bay,SACTN,17.950626,-33.010543,30,2228,2229,2230,3,1995-02-06,1995-02-07,1995-02-08,-1.5241,-1.6576,0.171,-4.5723,-0.908,-1.0419,0.1693,-2.7241,17.0333,16.9,0.1528,51.1,-1.4418,-0.7259
290,Saldanha Bay,SACTN,17.950626,-33.010543,31,2246,2246,2248,3,1995-02-24,1995-02-24,1995-02-26,-0.5817,-0.743,0.1805,-1.745,0.0938,-0.0718,0.1845,0.2814,17.5333,17.4,0.1528,52.6,0.9281,0.2515
291,Saldanha Bay,SACTN,17.950626,-33.010543,32,2302,2308,2308,7,1995-04-21,1995-04-27,1995-04-27,-1.4313,-1.7646,0.2152,-10.019,-0.8371,-1.1645,0.212,-5.8597,13.7,13.2,0.3266,95.9,-0.0433,-0.3491
292,Saldanha Bay,SACTN,17.950626,-33.010543,33,2312,2318,2318,7,1995-05-01,1995-05-07,1995-05-07,-1.2014,-1.5712,0.3212,-8.41,-0.5903,-0.9435,0.3098,-4.1322,13.4714,13,0.3946,94.3,-0.0793,0.1686
293,Saldanha Bay,SACTN,17.950626,-33.010543,34,2347,2354,2358,12,1995-06-05,1995-06-12,1995-06-16,-1.0242,-1.4992,0.3577,-12.2899,-0.4132,-0.8968,0.3503,-4.958,12.7083,12.2,0.3175,152.5,-0.0319,-0.1931
294,Saldanha Bay,SACTN,17.950626,-33.010543,35,2380,2385,2385,6,1995-07-08,1995-07-13,1995-07-13,-0.6523,-1.1835,0.3015,-3.914,-0.2419,-0.7919,0.3082,-1.4514,12.75,12.2,0.3082,76.5,-0.1286,-0.307
295,Saldanha Bay,SACTN,17.950626,-33.010543,36,2389,2391,2394,6,1995-07-17,1995-07-19,1995-07-22,-1.5281,-1.8461,0.3741,-9.1685,-1.1752,-1.4919,0.3817,-7.0514,11.8167,11.5,0.3817,70.9,-0.4941,-0.0039
296,Saldanha Bay,SACTN,17.950626,-33.010543,37,2398,2401,2402,5,1995-07-26,1995-07-29,1995-07-30,-0.6506,-0.8326,0.195,-3.2531,-0.3184,-0.5,0.1932,-1.592,12.68,12.5,0.1924,63.4,-0.0016,-0.36
297,Saldanha Bay,SACTN,17.950626,-33.010543,38,2460,2462,2465,6,1995-09-26,1995-09-28,1995-10-01,-1.3205,-1.6362,0.2543,-7.9227,-0.7487,-1.062,0.2527,-4.4924,13.8333,13.5,0.2805,83,-0.3351,-0.2648
298,Saldanha Bay,SACTN,17.950626,-33.010543,39,2469,2476,2479,11,1995-10-05,1995-10-12,1995-10-15,-1.2352,-2.6592,0.7744,-13.5867,-0.7133,-2.1396,0.7804,-7.8465,14.3455,13,0.7202,157.8,-0.2591,-0.4857
299,Saldanha Bay,SACTN,17.950626,-33.010543,40,2485,2490,2492,8,1995-10-21,1995-10-26,1995-10-28,-1.0116,-2.2494,0.8155,-8.0925,-0.5207,-1.7644,0.8196,-4.1654,15.175,14,0.7778,121.4,-0.2693,-0.5741
300,Saldanha Bay,SACTN,17.950626,-33.010543,41,2524,2524,2528,5,1995-11-29,1995-11-29,1995-12-03,-1.1992,-2.0826,0.5265,-5.9959,-0.5984,-1.4694,0.5177,-2.9922,16.46,15.5,0.5771,82.3,-2.5368,-0.317
301,Saldanha Bay,SACTN,17.950626,-33.010543,42,2543,2544,2546,4,1995-12-18,1995-12-19,1995-12-21,-1.7536,-3.5824,1.2408,-7.0143,-1.2676,-3.0926,1.2385,-5.0703,16.75,14.9,1.2557,67,-1.8475,-1.1176
302,Saldanha Bay,SACTN,17.950626,-33.010543,43,2580,2580,2583,4,1996-01-24,1996-01-24,1996-01-27,-1.1444,-1.5314,0.3594,-4.5777,-0.4569,-0.8371,0.3534,-1.8274,17.575,17.2,0.35,70.3,0.6095,-0.2639
303,Saldanha Bay,SACTN,17.950626,-33.010543,44,2601,2601,2603,3,1996-02-14,1996-02-14,1996-02-16,-1.8343,-2.7909,0.9251,-5.503,-1.2223,-2.1879,0.934,-3.6669,16.5333,15.6,0.9018,49.6,-2.7909,-1.0631
304,Saldanha Bay,SACTN,17.950626,-33.010543,45,2611,2611,2615,5,1996-02-24,1996-02-24,1996-02-28,-0.785,-1.343,0.5646,-3.9251,-0.106,-0.6718,0.5702,-0.5299,17.3,16.8,0.5196,86.5,0.0281,-0.1861
305,Saldanha Bay,SACTN,17.950626,-33.010543,46,2619,2619,2621,3,1996-03-03,1996-03-03,1996-03-05,-1.3117,-1.5796,0.2861,-3.9352,-0.5745,-0.8508,0.2941,-1.7234,16.5333,16.3,0.2517,49.6,0.3352,-0.3949
306,Saldanha Bay,SACTN,17.950626,-33.010543,47,2652,2653,2658,7,1996-04-05,1996-04-06,1996-04-11,-1.0803,-1.4356,0.2286,-7.5623,-0.4653,-0.8211,0.2276,-3.2573,15.0286,14.8,0.1496,105.2,-0.5376,-0.1549
307,Saldanha Bay,SACTN,17.950626,-33.010543,48,2663,2663,2665,3,1996-04-16,1996-04-16,1996-04-18,-1.7112,-2.2061,0.4362,-5.1336,-1.1231,-1.621,0.4389,-3.3694,13.8333,13.4,0.3786,41.5,0.3608,-0.3417
308,Saldanha Bay,SACTN,17.950626,-33.010543,49,2689,2690,2692,4,1996-05-12,1996-05-13,1996-05-15,-0.9055,-1.194,0.1993,-3.6219,-0.2593,-0.5484,0.1997,-1.037,13.475,13.2,0.1893,53.9,-0.3722,-0.2669
309,Saldanha Bay,SACTN,17.950626,-33.010543,50,2745,2746,2747,3,1996-07-07,1996-07-08,1996-07-09,-0.7552,-0.9219,0.2141,-2.2657,-0.3252,-0.4919,0.2082,-0.9757,12.6667,12.5,0.2082,38,-0.1916,-0.3081
310,Saldanha Bay,SACTN,17.950626,-33.010543,51,2752,2754,2755,4,1996-07-14,1996-07-16,1996-07-17,-0.9921,-1.3641,0.4425,-3.9684,-0.6169,-0.9919,0.45,-2.4676,12.375,12,0.45,49.5,-0.3936,0.0606
311,Saldanha Bay,SACTN,17.950626,-33.010543,52,2764,2783,2784,21,1996-07-26,1996-08-14,1996-08-15,-1.0428,-1.5818,0.2718,-21.8978,-0.6273,-1.0677,0.2623,-13.1743,12.3857,12,0.2594,260.1,-0.0746,-0.4444
312,Saldanha Bay,SACTN,17.950626,-33.010543,53,2824,2825,2826,3,1996-09-24,1996-09-25,1996-09-26,-1.4634,-2.0306,0.5253,-4.3903,-0.8985,-1.4652,0.5235,-2.6956,13.5667,13,0.5132,40.7,-1.1048,-0.598
313,Saldanha Bay,SACTN,17.950626,-33.010543,54,2843,2845,2846,4,1996-10-13,1996-10-15,1996-10-16,-0.9662,-1.2879,0.2696,-3.8649,-0.4602,-0.7848,0.2675,-1.8408,14.8,14.5,0.2944,59.2,-0.0229,-0.6911
314,Saldanha Bay,SACTN,17.950626,-33.010543,55,2875,2881,2884,10,1996-11-14,1996-11-20,1996-11-23,-1.5356,-3.0659,0.7257,-15.3559,-0.9626,-2.4884,0.7204,-9.626,15.68,14.2,0.7005,156.8,-0.1727,-0.6518
315,Saldanha Bay,SACTN,17.950626,-33.010543,56,2890,2893,2898,9,1996-11-29,1996-12-02,1996-12-07,-2.4166,-3.6975,1.1248,-21.7496,-1.8327,-3.1049,1.1047,-16.4941,15.3222,14,1.2245,137.9,-0.4952,-0.595
316,Saldanha Bay,SACTN,17.950626,-33.010543,57,2908,2908,2911,4,1996-12-17,1996-12-17,1996-12-20,-1.708,-2.887,1.1314,-6.8319,-1.2159,-2.3861,1.1241,-4.8638,16.75,15.5,1.1902,67,-3.5502,-0.6825
317,Saldanha Bay,SACTN,17.950626,-33.010543,58,2954,2954,2956,3,1997-02-01,1997-02-01,1997-02-03,-1.4944,-2.1758,0.7786,-4.4831,-0.857,-1.529,0.7694,-2.5709,17.1667,16.5,0.7638,51.5,-2.5883,-0.7157
318,Saldanha Bay,SACTN,17.950626,-33.010543,59,2979,2985,2987,9,1997-02-26,1997-03-04,1997-03-06,-1.5713,-2.3453,0.7396,-14.1418,-0.8569,-1.6363,0.7398,-7.7122,16.3556,15.5,0.7468,147.2,-0.2684,-0.1756
319,Saldanha Bay,SACTN,17.950626,-33.010543,60,2992,2992,2996,5,1997-03-11,1997-03-11,1997-03-15,-1.339,-1.6006,0.2812,-6.6948,-0.594,-0.8655,0.2837,-2.9701,16.18,16,0.249,80.9,-1.4644,-0.2088
320,Saldanha Bay,SACTN,17.950626,-33.010543,61,3043,3046,3047,5,1997-05-01,1997-05-04,1997-05-05,-0.9874,-1.1687,0.1766,-4.9368,-0.3826,-0.5597,0.1693,-1.9129,13.72,13.5,0.228,68.6,-0.018,-0.2337
321,Saldanha Bay,SACTN,17.950626,-33.010543,62,3068,3070,3070,3,1997-05-26,1997-05-28,1997-05-28,-0.8983,-1.1439,0.2398,-2.6949,-0.2511,-0.4968,0.2398,-0.7532,13.1667,12.9,0.2517,39.5,-0.1188,0.3779
322,Saldanha Bay,SACTN,17.950626,-33.010543,63,3075,3076,3084,10,1997-06-02,1997-06-03,1997-06-11,-1.3646,-2.0968,0.269,-13.6464,-0.7377,-1.4484,0.2594,-7.3774,12.45,11.8,0.2369,124.5,-0.4412,-0.1105
323,Saldanha Bay,SACTN,17.950626,-33.010543,64,3088,3094,3094,7,1997-06-15,1997-06-21,1997-06-21,-1.671,-2.5809,0.6035,-11.6967,-1.079,-2.0016,0.6115,-7.5533,11.9429,11,0.6268,83.6,-0.265,-1.01
324,Saldanha Bay,SACTN,17.950626,-33.010543,65,3099,3104,3104,6,1997-06-26,1997-07-01,1997-07-01,-1.0772,-1.6858,0.605,-6.4633,-0.5591,-1.1919,0.6185,-3.3547,12.4333,11.8,0.6186,74.6,-0.1177,-1.2096
325,Saldanha Bay,SACTN,17.950626,-33.010543,66,3108,3108,3110,3,1997-07-05,1997-07-05,1997-07-07,-0.739,-0.9481,0.2047,-2.2171,-0.2919,-0.4919,0.2,-0.8757,12.7,12.5,0.2,38.1,-0.4909,-0.1889
326,Saldanha Bay,SACTN,17.950626,-33.010543,67,3133,3137,3138,6,1997-07-30,1997-08-03,1997-08-04,-0.9793,-1.178,0.1445,-5.8757,-0.6167,-0.8,0.1329,-3.7,12.3833,12.2,0.1329,74.3,-0.0427,-0.053
327,Saldanha Bay,SACTN,17.950626,-33.010543,68,3142,3142,3146,5,1997-08-08,1997-08-08,1997-08-12,-1.0387,-1.4585,0.3342,-5.1934,-0.5558,-1,0.3507,-2.7791,12.46,12,0.3647,62.3,-0.0187,-0.2574
328,Saldanha Bay,SACTN,17.950626,-33.010543,69,3202,3203,3205,4,1997-10-07,1997-10-08,1997-10-10,-0.8426,-0.9977,0.1899,-3.3705,-0.3138,-0.4675,0.1903,-1.2554,14.675,14.5,0.2363,58.7,-0.4385,-0.3602
329,Saldanha Bay,SACTN,17.950626,-33.010543,70,3241,3247,3249,9,1997-11-15,1997-11-21,1997-11-23,-2.3438,-3.2999,0.8484,-21.0942,-1.7687,-2.711,0.8455,-15.9182,14.8889,14,0.8313,134,-0.4955,-0.4661
330,Saldanha Bay,SACTN,17.950626,-33.010543,71,3253,3258,3261,9,1997-11-27,1997-12-02,1997-12-05,-1.8826,-3.5975,1.1312,-16.943,-1.2858,-3.0049,1.1431,-11.5721,15.7778,14.1,1.0639,142,-0.3556,-0.4599
331,Saldanha Bay,SACTN,17.950626,-33.010543,72,3759,3761,3762,4,1999-04-17,1999-04-19,1999-04-20,-1.5026,-1.9212,0.5412,-6.0106,-0.9125,-1.329,0.5401,-3.65,13.95,13.5,0.6137,55.8,-0.4982,-0.0588
332,Saldanha Bay,SACTN,17.950626,-33.010543,73,4028,4029,4031,4,2000-01-11,2000-01-12,2000-01-14,-1.3527,-2.0098,0.4857,-5.4109,-0.724,-1.3868,0.4907,-2.8958,17.55,16.9,0.4796,70.2,-0.8249,-0.7534
333,Saldanha Bay,SACTN,17.950626,-33.010543,74,4395,4397,4398,4,2001-01-12,2001-01-14,2001-01-15,-0.9149,-1.0842,0.1186,-3.6597,-0.2766,-0.4417,0.1147,-1.1064,17.975,17.8,0.1258,71.9,-0.2878,-0.2831
334,Saldanha Bay,SACTN,17.950626,-33.010543,75,4431,4433,4435,5,2001-02-17,2001-02-19,2001-02-21,-0.7959,-1.0775,0.2048,-3.9796,-0.1511,-0.4331,0.1986,-0.7556,17.48,17.2,0.228,87.4,-0.1777,-0.2257
335,Saldanha Bay,SACTN,17.950626,-33.010543,76,4790,4791,4794,5,2002-02-11,2002-02-12,2002-02-15,-1.0332,-1.4357,0.3817,-5.1658,-0.4311,-0.8387,0.3867,-2.1556,17.38,17,0.3768,86.9,-0.7106,-0.2513
336,Saldanha Bay,SACTN,17.950626,-33.010543,77,5057,5059,5059,3,2002-11-05,2002-11-07,2002-11-07,-0.7385,-0.8795,0.1411,-2.2154,-0.2181,-0.3557,0.1371,-0.6542,16,15.9,0.1,48,-0.3213,-0.4585
337,Saldanha Bay,SACTN,17.950626,-33.010543,78,5308,5308,5310,3,2003-07-14,2003-07-14,2003-07-16,-0.9035,-1.3765,0.4209,-2.7106,-0.5252,-0.9919,0.4163,-1.5757,12.4667,12,0.4163,37.4,-1.3765,-0.3462
338,Saldanha Bay,SACTN,17.950626,-33.010543,79,5315,5322,5322,8,2003-07-21,2003-07-28,2003-07-28,-0.73,-1.0285,0.2573,-5.84,-0.3939,-0.7,0.2582,-3.1515,12.6,12.3,0.2563,100.8,-0.0252,-0.0959
339,Saldanha Bay,SACTN,17.950626,-33.010543,80,5343,5344,5345,3,2003-08-18,2003-08-19,2003-08-20,-1.3008,-2.201,0.7991,-3.9023,-0.7495,-1.6484,0.7964,-2.2484,12.4,11.5,0.7937,37.2,-1.0255,-0.7081
340,Saldanha Bay,SACTN,17.950626,-33.010543,81,5350,5352,5352,3,2003-08-25,2003-08-27,2003-08-27,-0.9023,-0.9365,0.0342,-2.707,-0.332,-0.3642,0.0323,-0.9959,13,13,0,39,0.0862,-0.4652
