,site,product,lon,lat,event_no,index_start,index_peak,index_end,duration,date_start,date_peak,date_end,intensity_mean,intensity_max,intensity_var,intensity_cumulative,intensity_mean_relThresh,intensity_max_relThresh,intensity_var_relThresh,intensity_cumulative_relThresh,intensity_mean_abs,intensity_max_abs,intensity_var_abs,intensity_cumulative_abs,rate_onset,rate_decline
33,Lamberts Bay,SACTN,18.30262184,-32.09184626,33,2619,2619,2628,10,1997-05-28,1997-05-28,1997-06-06,-0.8992,-1.258,0.5015,-8.992,-0.5374,-0.9007,0.5004,-5.374,12.2907,12,0.5057,122.907,-1.487,-0.0731
34,Lamberts Bay,SACTN,18.30262184,-32.09184626,34,2709,2710,2712,4,1997-08-26,1997-08-27,1997-08-29,-0.6767,-1.0453,0.2462,-2.7068,-0.299,-0.6659,0.2448,-1.1961,12.375,12,0.25,49.5,-0.5131,-0.304
35,Lamberts Bay,SACTN,18.30262184,-32.09184626,35,2722,2722,2726,5,1997-09-08,1997-09-08,1997-09-12,-1.0257,-1.1317,0.2282,-5.1285,-0.6394,-0.7404,0.2246,-3.1972,12.1,12,0.2236,60.5,-1.1317,-0.1829
36,Lamberts Bay,SACTN,18.30262184,-32.09184626,36,2752,2758,2760,9,1997-10-08,1997-10-14,1997-10-16,-1.8499,-2.7362,1.2266,-16.6488,-1.2376,-2.1838,1.2292,-11.1388,10.8852,10,1.2258,97.9666,-0.0768,-0.1562
37,Lamberts Bay,SACTN,18.30262184,-32.09184626,37,2801,2801,2803,3,1997-11-26,1997-11-26,1997-11-28,-1.8468,-2.1434,0.2575,-5.5405,-0.9652,-1.2561,0.2531,-2.8955,11.3333,11,0.2887,34,-1.5299,-0.5139
38,Lamberts Bay,SACTN,18.30262184,-32.09184626,38,2850,2851,2857,8,1998-01-14,1998-01-15,1998-01-21,-2.1519,-3.5101,1.2194,-17.2154,-1.0317,-2.3548,1.2041,-8.2535,11.3786,10,1.2246,91.0287,-1.0041,-0.1046
39,Lamberts Bay,SACTN,18.30262184,-32.09184626,39,2905,2907,2908,4,1998-03-10,1998-03-12,1998-03-13,-1.7845,-2.65,0.6177,-7.1382,-0.8385,-1.7135,0.6292,-3.354,11.875,11,0.6292,47.5,-0.5821,-1.2211
40,Lamberts Bay,SACTN,18.30262184,-32.09184626,40,2913,2918,2922,10,1998-03-18,1998-03-23,1998-03-27,-1.2842,-2.0369,0.7976,-12.8421,-0.5123,-1.3425,0.8367,-5.1231,12.2592,11.5,0.8069,122.5923,-0.2652,-0.2278
41,Lamberts Bay,SACTN,18.30262184,-32.09184626,41,3004,3006,3012,9,1998-06-17,1998-06-19,1998-06-25,-0.6283,-0.9756,0.4018,-5.6549,-0.2017,-0.5458,0.4063,-1.8153,12.3238,12,0.4166,110.9139,-0.2898,-0.0883
42,Lamberts Bay,SACTN,18.30262184,-32.09184626,42,3066,3069,3069,4,1998-08-18,1998-08-21,1998-08-21,-1.0421,-1.4448,0.501,-4.1684,-0.6981,-1.1007,0.5006,-2.7925,11.875,11.5,0.4787,47.5,-0.2325,-1.4448
43,Lamberts Bay,SACTN,18.30262184,-32.09184626,43,3235,3236,3238,4,1999-02-03,1999-02-04,1999-02-06,-1.9771,-3.3017,1.6138,-7.9083,-0.9683,-2.2903,1.608,-3.8731,11.8342,10.5,1.6343,47.3366,-1.0147,-1.3207
44,Lamberts Bay,SACTN,18.30262184,-32.09184626,44,3283,3283,3286,4,1999-03-23,1999-03-23,1999-03-26,-1.656,-2.0369,0.4816,-6.6238,-0.9272,-1.3102,0.4649,-3.7087,11.875,11.5,0.4787,47.5,-2.0369,-0.4353
45,Lamberts Bay,SACTN,18.30262184,-32.09184626,45,3479,3480,3481,3,1999-10-05,1999-10-06,1999-10-07,-1.246,-1.7456,0.4965,-3.738,-0.7205,-1.225,0.496,-2.1615,11.5,11,0.5,34.5,-0.993,-0.6722
46,Lamberts Bay,SACTN,18.30262184,-32.09184626,46,3515,3515,3517,3,1999-11-10,1999-11-10,1999-11-12,-2.6887,-2.8568,0.1541,-8.066,-1.8728,-2.0395,0.1528,-5.6185,10.3667,10.2,0.1528,31.1,0.1983,-0.6319
47,Lamberts Bay,SACTN,18.30262184,-32.09184626,47,3527,3528,3529,3,1999-11-22,1999-11-23,1999-11-24,-1.9058,-2.0716,0.2723,-5.7174,-1.0643,-1.231,0.2858,-3.193,11.1667,11,0.2887,33.5,-0.6963,-0.6461
48,Lamberts Bay,SACTN,18.30262184,-32.09184626,48,3611,3613,3613,3,2000-02-14,2000-02-16,2000-02-16,-3.4807,-3.9902,0.5047,-10.4421,-2.4946,-3,0.5041,-7.4838,10.5,10,0.5,31.5,-0.9019,-4.5932
49,Lamberts Bay,SACTN,18.30262184,-32.09184626,49,3642,3646,3648,7,2000-03-16,2000-03-20,2000-03-22,-1.3327,-3.0569,1.0997,-9.3289,-0.4933,-2.2296,1.1083,-3.4534,12.234,10.5,1.1022,85.6378,-0.2676,-1.6069
50,Lamberts Bay,SACTN,18.30262184,-32.09184626,50,3893,3894,3896,4,2000-11-22,2000-11-23,2000-11-25,-1.3043,-2.0716,0.9828,-5.2174,-0.4543,-1.231,1.0032,-1.8172,11.7784,11,1.0072,47.1135,-1.0172,-0.8286
51,Lamberts Bay,SACTN,18.30262184,-32.09184626,51,3907,3909,3909,3,2000-12-06,2000-12-08,2000-12-08,-2.4168,-2.4346,0.0175,-7.2503,-1.6196,-1.6543,0.0327,-4.8589,11,11,0,33,-0.0177,-2.4346
52,Lamberts Bay,SACTN,18.30262184,-32.09184626,52,3918,3922,3923,6,2000-12-17,2000-12-21,2000-12-22,-2.6111,-3.7465,1.3729,-15.6664,-1.7571,-2.8724,1.3488,-10.5427,11.1133,10,1.3494,66.6798,-0.8326,-1.5831
53,Lamberts Bay,SACTN,18.30262184,-32.09184626,53,3947,3949,3949,3,2001-01-15,2001-01-17,2001-01-17,-2.1824,-2.5216,0.5822,-6.5471,-1.0403,-1.3952,0.5938,-3.121,11.3333,11,0.5774,34,-0.7066,1.0071
54,Lamberts Bay,SACTN,18.30262184,-32.09184626,54,3954,3957,3958,5,2001-01-22,2001-01-25,2001-01-26,-2.4158,-3.1271,0.5743,-12.0792,-1.3484,-2.0645,0.5777,-6.7419,11.2,10.5,0.5701,56,-0.5234,-1.2053
55,Lamberts Bay,SACTN,18.30262184,-32.09184626,55,4003,4004,4007,5,2001-03-12,2001-03-13,2001-03-16,-2.0228,-3.1368,0.9097,-10.1138,-1.1135,-2.2135,0.8944,-5.5675,11.6,10.5,0.8944,58,-1.3745,-0.7396
56,Lamberts Bay,SACTN,18.30262184,-32.09184626,56,4215,4217,4217,3,2001-10-10,2001-10-12,2001-10-12,-2.7327,-2.7335,0.001,-8.1982,-2.1361,-2.1515,0.0153,-6.4083,10,10,0,30,-0.4007,-2.7335
57,Lamberts Bay,SACTN,18.30262184,-32.09184626,57,4334,4336,4336,3,2002-02-06,2002-02-08,2002-02-08,-2.5224,-2.8747,0.594,-7.5672,-1.535,-1.8952,0.6031,-4.6049,11.3333,11,0.5774,34,-0.5187,-2.8747
58,Lamberts Bay,SACTN,18.30262184,-32.09184626,58,4374,4375,4376,3,2002-03-18,2002-03-19,2002-03-20,-1.7316,-2.5649,0.7612,-5.1947,-0.8855,-1.7135,0.7621,-2.6566,11.8333,11,0.7638,35.5,-1.3523,-1.191
59,Lamberts Bay,SACTN,18.30262184,-32.09184626,59,4425,4425,4428,4,2002-05-08,2002-05-08,2002-05-11,-0.6599,-1.2107,0.4983,-2.6396,-0.2248,-0.756,0.4832,-0.8992,12.5554,12,0.5028,50.2215,-0.5017,-0.3459
60,Lamberts Bay,SACTN,18.30262184,-32.09184626,60,4606,4612,4616,11,2002-11-05,2002-11-11,2002-11-15,-1.3992,-2.555,0.8566,-15.3913,-0.5886,-1.7395,0.8574,-6.4748,11.6465,10.5,0.8577,128.1119,-0.3144,-0.3411
61,Lamberts Bay,SACTN,18.30262184,-32.09184626,61,4801,4801,4803,3,2003-05-19,2003-05-19,2003-05-21,-0.9648,-1.2933,0.2845,-2.8945,-0.6162,-0.9334,0.2749,-1.8485,12.3333,12,0.2887,37,-1.2933,-0.2964
62,Lamberts Bay,SACTN,18.30262184,-32.09184626,62,4808,4808,4810,3,2003-05-26,2003-05-26,2003-05-28,-1.1036,-1.2819,0.2994,-3.3109,-0.7501,-0.9329,0.3027,-2.2504,12.1667,12,0.2887,36.5,-1.2819,-0.3125
63,Lamberts Bay,SACTN,18.30262184,-32.09184626,63,4976,4978,4980,5,2003-11-10,2003-11-12,2003-11-14,-2.0527,-3.0542,0.7911,-10.2635,-1.2395,-2.2395,0.7906,-6.1975,11,10,0.7906,55,-1.0103,-0.9124
64,Lamberts Bay,SACTN,18.30262184,-32.09184626,64,4984,4985,4987,4,2003-11-18,2003-11-19,2003-11-21,-1.651,-2.5204,0.7435,-6.6041,-0.8436,-1.7186,0.7476,-3.3745,11.375,10.5,0.75,45.5,-0.3325,-0.8007
65,Lamberts Bay,SACTN,18.30262184,-32.09184626,65,4997,5000,5000,4,2003-12-01,2003-12-04,2003-12-04,-1.964,-2.3642,0.2673,-7.8559,-1.1366,-1.5398,0.2695,-4.5466,11.375,11,0.25,45.5,-0.4167,-2.4833
66,Lamberts Bay,SACTN,18.30262184,-32.09184626,66,5025,5025,5027,3,2003-12-29,2003-12-29,2003-12-31,-2.6439,-2.6678,0.0237,-7.9318,-1.7347,-1.7736,0.0418,-5.2042,11,11,0,33,-2.6678,-0.543
67,Lamberts Bay,SACTN,18.30262184,-32.09184626,67,5089,5092,5092,4,2004-03-02,2004-03-05,2004-03-05,-2.3017,-2.777,0.4028,-9.2067,-1.2528,-1.7372,0.4067,-5.0114,11.5,11,0.4082,46,-0.1246,-2.777
68,Lamberts Bay,SACTN,18.30262184,-32.09184626,68,5096,5097,5099,4,2004-03-09,2004-03-10,2004-03-12,-1.4265,-2.1846,0.5059,-5.7061,-0.4647,-1.2135,0.4992,-1.8587,12.25,11.5,0.5,49,-0.8131,-0.6438
69,Lamberts Bay,SACTN,18.30262184,-32.09184626,69,5116,5118,5118,3,2004-03-29,2004-03-31,2004-03-31,-1.6844,-2.0185,0.5772,-5.0533,-1.0576,-1.407,0.5913,-3.1727,11.8333,11.5,0.5774,35.5,-0.6038,-0.4987
70,Lamberts Bay,SACTN,18.30262184,-32.09184626,70,5188,5188,5190,3,2004-06-09,2004-06-09,2004-06-11,-1.0835,-1.0938,0.0104,-3.2504,-0.691,-0.7071,0.0161,-2.073,12,12,0,36,-1.4892,-0.2229
71,Lamberts Bay,SACTN,18.30262184,-32.09184626,71,5207,5207,5209,3,2004-06-28,2004-06-28,2004-06-30,-0.8765,-0.883,0.0065,-2.6296,-0.5,-0.5,0,-1.5,12,12,0,36,-0.883,-0.2066
72,Lamberts Bay,SACTN,18.30262184,-32.09184626,72,5237,5239,5242,6,2004-07-28,2004-07-30,2004-08-02,-0.6216,-1.1803,0.5296,-3.7295,-0.3812,-0.945,0.5339,-2.2871,12.0625,11.5,0.5332,72.3748,-0.0025,-0.137
73,Lamberts Bay,SACTN,18.30262184,-32.09184626,73,5257,5260,5260,4,2004-08-17,2004-08-20,2004-08-20,-0.5239,-0.9261,0.2685,-2.0956,-0.1799,-0.5819,0.2684,-0.7196,12.375,12,0.25,49.5,-0.2323,-0.9261
74,Lamberts Bay,SACTN,18.30262184,-32.09184626,74,5270,5273,5273,4,2004-08-30,2004-09-02,2004-09-02,-1.3455,-1.6059,0.2875,-5.382,-0.9616,-1.2192,0.2871,-3.8465,11.75,11.5,0.2887,47,-0.2327,0.003
75,Lamberts Bay,SACTN,18.30262184,-32.09184626,75,5278,5280,5281,4,2004-09-07,2004-09-09,2004-09-10,-1.6297,-2.1306,0.5761,-6.5189,-1.2403,-1.7404,0.5772,-4.9611,11.5,11,0.5774,46,-0.4014,-0.7115
76,Lamberts Bay,SACTN,18.30262184,-32.09184626,76,5298,5299,5302,5,2004-09-27,2004-09-28,2004-10-01,-1.0168,-1.8327,0.4568,-5.0838,-0.552,-1.3772,0.4628,-2.76,11.8,11,0.4472,59,-0.9374,-0.4114
77,Lamberts Bay,SACTN,18.30262184,-32.09184626,77,5328,5329,5330,3,2004-10-27,2004-10-28,2004-10-29,-1.7377,-1.9041,0.276,-5.2132,-1.0042,-1.1709,0.2887,-3.0127,11.1667,11,0.2887,33.5,-1.181,-0.7964
78,Lamberts Bay,SACTN,18.30262184,-32.09184626,78,5606,5608,5608,3,2005-08-01,2005-08-03,2005-08-03,-0.6972,-0.7046,0.0072,-2.0915,-0.4423,-0.4423,0,-1.3269,12,12,0,36,-0.1438,-0.9918
79,Lamberts Bay,SACTN,18.30262184,-32.09184626,79,5641,5644,5644,4,2005-09-05,2005-09-08,2005-09-08,-0.626,-0.6317,0.0061,-2.5042,-0.2373,-0.2404,0.0042,-0.9494,12.5,12.5,0,50,-0.0922,-0.5011
80,Lamberts Bay,SACTN,18.30262184,-32.09184626,80,5691,5694,5694,4,2005-10-25,2005-10-28,2005-10-28,-1.2571,-1.4041,0.2656,-5.0286,-0.5389,-0.6709,0.2593,-2.1558,11.625,11.5,0.25,46.5,-0.3008,-1.4041
81,Lamberts Bay,SACTN,18.30262184,-32.09184626,81,5732,5734,5734,3,2005-12-05,2005-12-07,2005-12-07,-0.8989,-0.916,0.0176,-2.6966,-0.0902,-0.1153,0.0247,-0.2705,12.5,12.5,0,37.5,-0.1902,-0.4814
82,Lamberts Bay,SACTN,18.30262184,-32.09184626,82,5739,5741,5741,3,2005-12-12,2005-12-14,2005-12-14,-2.5678,-2.5972,0.0293,-7.7033,-1.8158,-1.8382,0.0224,-5.4475,11,11,0,33,-0.5312,0.0274
83,Lamberts Bay,SACTN,18.30262184,-32.09184626,83,5746,5748,5750,5,2005-12-19,2005-12-21,2005-12-23,-2.5398,-2.7465,0.4542,-12.6991,-1.6658,-1.8724,0.439,-8.3289,11.2,11,0.4472,56,-0.7531,-0.5506
84,Lamberts Bay,SACTN,18.30262184,-32.09184626,84,5754,5754,5757,4,2005-12-27,2005-12-27,2005-12-30,-2.4301,-2.7153,0.5247,-9.7203,-1.5389,-1.8361,0.5332,-6.1557,11.25,11,0.5,45,-2.7153,-0.541
85,Lamberts Bay,SACTN,18.30262184,-32.09184626,85,5761,5762,5764,4,2006-01-03,2006-01-04,2006-01-06,-1.5679,-2.0735,0.4046,-6.2716,-0.5605,-1.08,0.4033,-2.242,12,11.5,0.4082,48,-1.0214,-0.519
86,Lamberts Bay,SACTN,18.30262184,-32.09184626,86,5781,5784,5784,4,2006-01-23,2006-01-26,2006-01-26,-1.4972,-2.1383,0.4917,-5.9887,-0.4315,-1.0806,0.4984,-1.7258,12.125,11.5,0.4787,48.5,-0.453,-1.4861
87,Lamberts Bay,SACTN,18.30262184,-32.09184626,87,5853,5853,5855,3,2006-04-05,2006-04-05,2006-04-07,-1.3459,-1.5173,0.2883,-4.0377,-0.809,-0.9763,0.284,-2.4269,12.1667,12,0.2887,36.5,0.5038,-0.3055
88,Lamberts Bay,SACTN,18.30262184,-32.09184626,88,5867,5867,5873,7,2006-04-19,2006-04-19,2006-04-25,-0.8186,-1.2823,0.5881,-5.7301,-0.3341,-0.7903,0.5877,-2.3386,12.4239,12,0.5825,86.9672,-0.9789,-0.0109
89,Lamberts Bay,SACTN,18.30262184,-32.09184626,89,5880,5880,5883,4,2006-05-02,2006-05-02,2006-05-05,-0.7095,-0.71,0.0003,-2.8381,-0.2398,-0.2398,0,-0.9592,12.5,12.5,0,50,-0.71,-0.1015
90,Lamberts Bay,SACTN,18.30262184,-32.09184626,90,5986,5988,5988,3,2006-08-16,2006-08-18,2006-08-18,-0.872,-0.89,0.018,-2.6161,-0.5281,-0.5469,0.0187,-1.5842,12,12,0,36,-0.2177,-0.89
91,Lamberts Bay,SACTN,18.30262184,-32.09184626,91,6131,6132,6135,5,2007-01-08,2007-01-09,2007-01-12,-2.5142,-3.5232,1.008,-12.5712,-1.3903,-2.4094,1.0202,-6.9515,11,10,1,55,-1.5047,-0.7923
92,Lamberts Bay,SACTN,18.30262184,-32.09184626,92,6187,6187,6198,12,2007-03-05,2007-03-05,2007-03-16,-1.3191,-2.277,0.7732,-15.8289,-0.3568,-1.2372,0.7464,-4.2816,12.3626,11.5,0.7409,148.3514,-2.277,-0.1503
93,Lamberts Bay,SACTN,18.30262184,-32.09184626,93,6355,6355,6357,3,2007-08-20,2007-08-20,2007-08-22,-0.6118,-0.9261,0.2724,-1.8353,-0.2674,-0.5819,0.2726,-0.8021,12.3333,12,0.2887,37,-0.9261,-0.3805
94,Lamberts Bay,SACTN,18.30262184,-32.09184626,94,6404,6413,6413,10,2007-10-08,2007-10-17,2007-10-17,-1.4894,-2.2493,0.8778,-14.8941,-0.8706,-1.6838,0.8859,-8.7064,11.2471,10.5,0.8764,112.4706,-0.1192,0.5089
95,Lamberts Bay,SACTN,18.30262184,-32.09184626,95,6454,6456,6456,3,2007-11-27,2007-11-29,2007-11-29,-2.0499,-2.2527,0.3211,-6.1498,-1.1777,-1.3936,0.3319,-3.533,11.1667,11,0.2887,33.5,-0.2365,-1.9674
96,Lamberts Bay,SACTN,18.30262184,-32.09184626,96,6462,6464,6464,3,2007-12-05,2007-12-07,2007-12-07,-1.8989,-1.916,0.0176,-5.6966,-1.0902,-1.1153,0.0247,-3.2705,11.5,11.5,0,34.5,0.0826,-1.916
97,Lamberts Bay,SACTN,18.30262184,-32.09184626,97,6490,6492,6492,3,2008-01-02,2008-01-04,2008-01-04,-1.7494,-2.0735,0.2807,-5.2483,-0.7674,-1.08,0.2711,-2.3022,11.8333,11.5,0.2887,35.5,-0.511,-2.0735
98,Lamberts Bay,SACTN,18.30262184,-32.09184626,98,6551,6551,6554,4,2008-03-03,2008-03-03,2008-03-06,-2.0351,-2.3089,0.5149,-8.1406,-0.9924,-1.2581,0.5067,-3.9696,11.75,11.5,0.5,47,-2.3089,-0.4442
99,Lamberts Bay,SACTN,18.30262184,-32.09184626,99,6560,6560,6562,3,2008-03-12,2008-03-12,2008-03-14,-2.1363,-2.15,0.014,-6.4088,-1.2135,-1.2135,0,-3.6405,11.5,11.5,0,34.5,-6.4832,-0.4356
100,Lamberts Bay,SACTN,18.30262184,-32.09184626,100,6775,6777,6777,3,2008-10-13,2008-10-15,2008-10-15,-1.5695,-1.738,0.2902,-4.7086,-0.9241,-1.0908,0.2758,-2.7723,11.1667,11,0.2887,33.5,-0.4483,-1.9961
101,Lamberts Bay,SACTN,18.30262184,-32.09184626,101,6783,6785,6786,4,2008-10-21,2008-10-23,2008-10-24,-2.3217,-3.3291,0.8285,-9.2867,-1.6163,-2.6225,0.8266,-6.4653,10.5,9.5,0.8165,42,-1.5149,-1.4382
102,Lamberts Bay,SACTN,18.30262184,-32.09184626,102,6940,6944,6946,7,2009-03-27,2009-03-31,2009-04-02,-1.8002,-3.0185,1.3268,-12.6017,-1.1711,-2.407,1.3497,-8.1978,11.7198,10.5,1.327,82.0384,-0.3319,-0.7028
103,Lamberts Bay,SACTN,18.30262184,-32.09184626,103,6950,6953,6953,4,2009-04-06,2009-04-09,2009-04-09,-2.5034,-3.4921,1.0718,-10.0134,-1.9639,-2.9469,1.0661,-7.8558,11,10,1.0801,44,-0.853,-3.4921
104,Lamberts Bay,SACTN,18.30262184,-32.09184626,104,6972,6974,6974,3,2009-04-28,2009-04-30,2009-04-30,-1.21,-1.2105,0.0007,-3.6301,-0.7398,-0.7398,0,-2.2194,12,12,0,36,-0.2424,-1.2105
105,Lamberts Bay,SACTN,18.30262184,-32.09184626,105,7216,7216,7218,3,2009-12-28,2009-12-28,2009-12-30,-2.0017,-2.1937,0.2902,-6.005,-1.1065,-1.3059,0.2902,-3.3196,11.6667,11.5,0.2887,35,-2.1937,-0.0247
106,Lamberts Bay,SACTN,18.30262184,-32.09184626,106,7315,7315,7318,4,2010-04-06,2010-04-06,2010-04-09,-1.5034,-1.5131,0.009,-6.0134,-0.9639,-0.981,0.0147,-3.8558,12,12,0,48,-1.5131,-0.2192
107,Lamberts Bay,SACTN,18.30262184,-32.09184626,107,7337,7338,7339,3,2010-04-28,2010-04-29,2010-04-30,-1.0434,-1.2104,0.2883,-3.1301,-0.5731,-0.7398,0.2887,-1.7194,12.1667,12,0.2887,36.5,-0.4039,-0.5701
108,Lamberts Bay,SACTN,18.30262184,-32.09184626,108,7406,7407,7410,5,2010-07-06,2010-07-07,2010-07-10,-0.8428,-1.3104,0.5308,-4.2139,-0.5422,-1,0.5237,-2.711,11.9546,11.5,0.5213,59.7728,-0.4896,-0.3744
109,Lamberts Bay,SACTN,18.30262184,-32.09184626,109,7545,7548,7548,4,2010-11-22,2010-11-25,2010-11-25,-1.2077,-1.6135,0.2709,-4.8309,-0.3577,-0.7377,0.2534,-1.4307,11.875,11.5,0.25,47.5,-0.3104,-1.9701
110,Lamberts Bay,SACTN,18.30262184,-32.09184626,110,7791,7793,7794,4,2011-07-26,2011-07-28,2011-07-29,-1.0491,-1.175,0.2477,-4.1964,-0.824,-0.9531,0.2527,-3.2962,11.625,11.5,0.25,46.5,-0.2019,-0.5575
111,Lamberts Bay,SACTN,18.30262184,-32.09184626,111,7818,7821,7821,4,2011-08-22,2011-08-25,2011-08-25,-0.4929,-0.5188,0.0235,-1.9717,-0.1421,-0.1605,0.0176,-0.5684,12.5,12.5,0,50,-0.0819,-0.4863
112,Lamberts Bay,SACTN,18.30262184,-32.09184626,112,7847,7855,7855,9,2011-09-20,2011-09-28,2011-09-28,-0.9958,-2.3327,0.7869,-8.9619,-0.5459,-1.8772,0.7855,-4.9129,11.9237,10.5,0.8171,107.3132,-0.2721,-2.3327
113,Lamberts Bay,SACTN,18.30262184,-32.09184626,113,7915,7918,7918,4,2011-11-27,2011-11-30,2011-11-30,-1.7338,-1.7853,0.0455,-6.9351,-0.869,-0.9432,0.0636,-3.4762,11.5,11.5,0,46,-0.2701,-1.4741
114,Lamberts Bay,SACTN,18.30262184,-32.09184626,114,8057,8064,8065,9,2012-04-17,2012-04-24,2012-04-25,-1.0654,-1.7192,0.503,-9.5889,-0.5773,-1.2415,0.5014,-5.1958,12.1932,11.5,0.4936,109.7391,-0.1172,-0.505
115,Lamberts Bay,SACTN,18.30262184,-32.09184626,115,8100,8100,8104,5,2012-05-30,2012-05-30,2012-06-03,-0.7269,-1.2273,0.6636,-3.6343,-0.367,-0.8684,0.6646,-1.8351,12.4691,12,0.6424,62.3457,-0.984,-0.1448
116,Lamberts Bay,SACTN,18.30262184,-32.09184626,116,8111,8115,8122,12,2012-06-10,2012-06-14,2012-06-21,-1.0532,-2.5417,0.7681,-12.6385,-0.6355,-2.1265,0.7684,-7.6257,11.9668,10.5,0.7656,143.6018,-0.5648,-0.2463
117,Lamberts Bay,SACTN,18.30262184,-32.09184626,117,8161,8163,8163,3,2012-07-30,2012-08-01,2012-08-01,-0.8517,-1.1902,0.2932,-2.5551,-0.609,-0.9423,0.2887,-1.8269,11.8333,11.5,0.2887,35.5,-0.34,-0.9935
118,Lamberts Bay,SACTN,18.30262184,-32.09184626,118,8176,8177,8181,6,2012-08-14,2012-08-15,2012-08-19,-0.3975,-0.8373,0.372,-2.3851,-0.0535,-0.4935,0.372,-0.3208,12.4663,12,0.4028,74.7975,-0.2843,-0.1387
119,Lamberts Bay,SACTN,18.30262184,-32.09184626,119,8186,8191,8191,6,2012-08-24,2012-08-29,2012-08-29,-0.7827,-1.0708,0.4318,-4.6964,-0.4124,-0.6894,0.4329,-2.4742,12.2554,12,0.43,73.5325,-0.0594,-0.9881
120,Lamberts Bay,SACTN,18.30262184,-32.09184626,120,8477,8477,8479,3,2013-06-11,2013-06-11,2013-06-13,-0.5631,-0.5731,0.0101,-1.6893,-0.1587,-0.1749,0.0162,-0.4762,12.5,12.5,0,37.5,-0.4896,-0.2103
121,Lamberts Bay,SACTN,18.30262184,-32.09184626,121,8602,8607,8613,12,2013-10-14,2013-10-19,2013-10-25,-2.0533,-2.7698,0.8095,-24.6393,-1.3636,-2.0716,0.8119,-16.3631,10.732,10,0.8158,128.7838,-0.3003,-0.3216
122,Lamberts Bay,SACTN,18.30262184,-32.09184626,122,8628,8629,8631,4,2013-11-09,2013-11-10,2013-11-12,-1.0553,-1.0568,0.0011,-4.2211,-0.2387,-0.2395,0.0016,-0.9548,12,12,0,48,-1.1693,-0.3017
123,Lamberts Bay,SACTN,18.30262184,-32.09184626,123,8652,8655,8655,4,2013-12-03,2013-12-06,2013-12-06,-1.3733,-1.8997,0.4292,-5.4932,-0.5547,-1.0893,0.4352,-2.2187,12,11.5,0.4082,48,-0.1598,-1.8997
124,Lamberts Bay,SACTN,18.30262184,-32.09184626,124,8750,8750,8752,3,2014-03-11,2014-03-11,2014-03-13,-1.4845,-1.6668,0.3013,-4.4536,-0.5468,-0.7135,0.2887,-1.6405,12.1667,12,0.2887,36.5,0.0178,-0.4394
125,Lamberts Bay,SACTN,18.30262184,-32.09184626,125,9150,9150,9152,3,2015-04-15,2015-04-15,2015-04-17,-3.8524,-3.8771,0.0249,-11.5571,-3.3387,-3.3548,0.0161,-10.0161,9.5,9.5,0,28.5,-3.4767,-0.7854
126,Lamberts Bay,SACTN,18.30262184,-32.09184626,126,9169,9172,9173,5,2015-05-04,2015-05-07,2015-05-08,-1.0094,-1.709,0.4473,-5.0472,-0.543,-1.2398,0.4491,-2.7152,12.2,11.5,0.4472,61,-0.387,-0.7358
127,Lamberts Bay,SACTN,18.30262184,-32.09184626,127,9204,9204,9206,3,2015-06-08,2015-06-08,2015-06-10,-1.094,-1.1046,0.0106,-3.2819,-0.7071,-0.7233,0.0162,-2.1214,12,12,0,36,-1.1046,-0.0105
128,Lamberts Bay,SACTN,18.30262184,-32.09184626,128,9235,9235,9238,4,2015-07-09,2015-07-09,2015-07-12,-0.3895,-0.785,0.4497,-1.5578,-0.1121,-0.4946,0.4396,-0.4483,12.3776,12,0.4361,49.5105,0.0126,0.0241
129,Lamberts Bay,SACTN,18.30262184,-32.09184626,129,9246,9246,9252,7,2015-07-20,2015-07-20,2015-07-26,-0.7926,-1.1837,0.4313,-5.548,-0.5786,-0.9679,0.432,-4.0505,11.8816,11.5,0.4285,83.1709,-1.1837,-0.1821
130,Lamberts Bay,SACTN,18.30262184,-32.09184626,130,9257,9257,9263,7,2015-07-31,2015-07-31,2015-08-06,-0.7217,-1.6846,0.6092,-5.0522,-0.4585,-1.4423,0.6069,-3.2092,11.9838,11,0.6069,83.8869,-0.0043,-0.1079
131,Lamberts Bay,SACTN,18.30262184,-32.09184626,131,9269,9271,9274,6,2015-08-12,2015-08-14,2015-08-17,-0.7993,-1.3217,0.6418,-4.7961,-0.4565,-0.9776,0.6432,-2.7393,12.0319,11.5,0.6595,72.1914,-0.0131,-0.1259
132,Lamberts Bay,SACTN,18.30262184,-32.09184626,132,9281,9281,9284,4,2015-08-24,2015-08-24,2015-08-27,-0.65,-1.0033,0.2358,-2.5999,-0.2849,-0.6501,0.2435,-1.1397,12.375,12,0.25,49.5,-1.0033,-0.2088
133,Lamberts Bay,SACTN,18.30262184,-32.09184626,133,9350,9350,9352,3,2015-11-01,2015-11-01,2015-11-03,-1.64,-1.9589,0.2763,-4.9201,-0.8482,-1.1709,0.2796,-2.5446,11.3333,11,0.2887,34,-2.5117,-0.3851
134,Lamberts Bay,SACTN,18.30262184,-32.09184626,134,9360,9362,9363,4,2015-11-11,2015-11-13,2015-11-14,-1.1651,-2.0511,0.8767,-4.6603,-0.3529,-1.2395,0.8744,-1.4116,11.8866,11,0.8744,47.5464,-0.8981,-1.3674
